time_s,activity
1.114112019538879395e+00,0.000000000000000000e+00
1.122303962707519531e+00,4.882812500000000000e-04
1.130496025085449219e+00,4.882812500000000000e-04
1.138687968254089355e+00,9.765625000000000000e-04
1.146880030632019043e+00,1.464843750000000000e-03
1.155071973800659180e+00,2.441406250000000000e-04
1.163264036178588867e+00,7.324218750000000000e-04
1.171455979347229004e+00,2.441406250000000000e-04
1.179648041725158691e+00,4.882812500000000000e-04
1.187839984893798828e+00,2.441406250000000000e-04
1.196032047271728516e+00,4.882812500000000000e-04
1.204223990440368652e+00,7.324218750000000000e-04
1.212416052818298340e+00,4.882812500000000000e-04
1.220607995986938477e+00,7.324218750000000000e-04
1.228800058364868164e+00,1.464843750000000000e-03
1.236992001533508301e+00,0.000000000000000000e+00
1.245183944702148438e+00,1.220703125000000000e-03
1.253376007080078125e+00,7.324218750000000000e-04
1.261567950248718262e+00,2.441406250000000000e-04
1.269760012626647949e+00,2.441406250000000000e-04
1.277951955795288086e+00,0.000000000000000000e+00
1.286144018173217773e+00,4.882812500000000000e-04
1.294335961341857910e+00,2.441406250000000000e-04
1.302528023719787598e+00,2.441406250000000000e-04
1.310719966888427734e+00,7.324218750000000000e-04
1.318912029266357422e+00,9.765625000000000000e-04
1.327103972434997559e+00,7.324218750000000000e-04
1.335296034812927246e+00,4.882812500000000000e-04
1.343487977981567383e+00,0.000000000000000000e+00
1.351680040359497070e+00,4.882812500000000000e-04
1.359871983528137207e+00,7.324218750000000000e-04
1.368064045906066895e+00,0.000000000000000000e+00
1.376255989074707031e+00,4.882812500000000000e-04
1.384448051452636719e+00,2.441406250000000000e-04
1.392639994621276855e+00,1.464843750000000000e-03
1.400832056999206543e+00,9.765625000000000000e-04
1.409024000167846680e+00,9.765625000000000000e-04
1.417215943336486816e+00,9.765625000000000000e-04
1.425408005714416504e+00,4.882812500000000000e-04
1.433599948883056641e+00,0.000000000000000000e+00
1.441792011260986328e+00,2.441406250000000000e-04
1.449983954429626465e+00,0.000000000000000000e+00
1.458176016807556152e+00,2.441406250000000000e-04
1.466367959976196289e+00,0.000000000000000000e+00
1.474560022354125977e+00,0.000000000000000000e+00
1.482751965522766113e+00,2.441406250000000000e-04
1.490944027900695801e+00,2.441406250000000000e-04
